date,yield
2023-11-16,-0.00022779878572982515
2023-11-21,0.0006848773557793023
2023-12-21,0.0002634527250050825
2023-12-26,0.0003830897933533179
2023-12-31,0.0008544553125639052
2024-01-10,0.0009410551477101799
2024-01-20,0.0010240186367960614
2024-02-09,0.0010398367395458167
2024-02-14,0.0010507713324346627
2024-02-24,0.0010755833335458827
2024-03-15,0.0010960390147572079
2024-03-25,0.0011018883775978418
2024-04-09,0.0011133878915293687
2024-04-24,0.0011200021187900465
