x,y,predicted_stage,stage_name,num_observations
27,7,3,bbch_51,1
26,7,3,bbch_51,1
30,7,3,bbch_51,1
28,7,3,bbch_51,1
29,7,3,bbch_51,1
31,7,3,bbch_51,1
32,7,3,bbch_51,1
34,7,0,bbch_00,1
33,7,3,bbch_51,1
36,7,3,bbch_51,1
37,7,3,bbch_51,1
35,7,0,bbch_00,1
39,7,3,bbch_51,1
38,7,3,bbch_51,1
40,7,0,bbch_00,1
41,7,0,bbch_00,1
0,8,1,bbch_10,1
42,7,0,bbch_00,1
43,7,0,bbch_00,1
1,8,6,bbch_99,1
2,8,3,bbch_51,1
4,8,3,bbch_51,1
3,8,3,bbch_51,1
5,8,3,bbch_51,1
6,8,3,bbch_51,1
7,8,3,bbch_51,1
8,8,3,bbch_51,1
10,8,3,bbch_51,1
9,8,3,bbch_51,1
11,8,3,bbch_51,1
12,8,3,bbch_51,1
15,8,3,bbch_51,1
14,8,3,bbch_51,1
13,8,3,bbch_51,1
17,8,3,bbch_51,1
18,8,3,bbch_51,1
19,8,3,bbch_51,1
16,8,3,bbch_51,1
22,8,3,bbch_51,1
23,8,3,bbch_51,1
21,8,3,bbch_51,1
20,8,0,bbch_00,1
24,8,3,bbch_51,1
26,8,3,bbch_51,1
25,8,3,bbch_51,1
27,8,3,bbch_51,1
28,8,3,bbch_51,1
30,8,3,bbch_51,1
29,8,3,bbch_51,1
32,8,3,bbch_51,1
31,8,3,bbch_51,1
33,8,3,bbch_51,1
34,8,0,bbch_00,1
35,8,0,bbch_00,1
37,8,3,bbch_51,1
36,8,3,bbch_51,1
39,8,3,bbch_51,1
38,8,3,bbch_51,1
40,8,0,bbch_00,1
42,8,0,bbch_00,1
41,8,0,bbch_00,1
0,9,0,bbch_00,1
43,8,0,bbch_00,1
1,9,0,bbch_00,1
2,9,0,bbch_00,1
3,9,0,bbch_00,1
5,9,3,bbch_51,1
4,9,3,bbch_51,1
7,9,3,bbch_51,1
6,9,3,bbch_51,1
8,9,3,bbch_51,1
9,9,3,bbch_51,1
10,9,3,bbch_51,1
12,9,3,bbch_51,1
11,9,3,bbch_51,1
14,9,3,bbch_51,1
15,9,3,bbch_51,1
13,9,3,bbch_51,1
16,9,3,bbch_51,1
18,9,3,bbch_51,1
17,9,3,bbch_51,1
19,9,3,bbch_51,1
21,9,3,bbch_51,1
22,9,3,bbch_51,1
20,9,3,bbch_51,1
23,9,3,bbch_51,1
24,9,3,bbch_51,1
25,9,3,bbch_51,1
27,9,3,bbch_51,1
26,9,3,bbch_51,1
28,9,3,bbch_51,1
29,9,3,bbch_51,1
30,9,3,bbch_51,1
31,9,3,bbch_51,1
32,9,3,bbch_51,1
33,9,3,bbch_51,1
34,9,3,bbch_51,1
37,9,3,bbch_51,1
35,9,3,bbch_51,1
36,9,3,bbch_51,1
38,9,3,bbch_51,1
40,9,0,bbch_00,1
41,9,0,bbch_00,1
39,9,3,bbch_51,1
43,9,0,bbch_00,1
42,9,6,bbch_99,1
0,10,0,bbch_00,1
1,10,0,bbch_00,1
4,10,3,bbch_51,1
2,10,0,bbch_00,1
5,10,3,bbch_51,1
3,10,0,bbch_00,1
8,10,3,bbch_51,1
6,10,3,bbch_51,1
9,10,3,bbch_51,1
7,10,3,bbch_51,1
10,10,3,bbch_51,1
12,10,3,bbch_51,1
11,10,3,bbch_51,1
13,10,3,bbch_51,1
14,10,3,bbch_51,1
17,10,3,bbch_51,1
15,10,3,bbch_51,1
16,10,3,bbch_51,1
18,10,3,bbch_51,1
19,10,3,bbch_51,1
21,10,3,bbch_51,1
20,10,3,bbch_51,1
22,10,3,bbch_51,1
24,10,3,bbch_51,1
25,10,3,bbch_51,1
23,10,3,bbch_51,1
26,10,3,bbch_51,1
27,10,3,bbch_51,1
29,10,3,bbch_51,1
28,10,3,bbch_51,1
31,10,3,bbch_51,1
32,10,3,bbch_51,1
30,10,3,bbch_51,1
33,10,3,bbch_51,1
34,10,3,bbch_51,1
35,10,3,bbch_51,1
36,10,3,bbch_51,1
38,10,3,bbch_51,1
37,10,3,bbch_51,1
39,10,3,bbch_51,1
40,10,0,bbch_00,1
41,10,0,bbch_00,1
42,10,6,bbch_99,1
1,11,0,bbch_00,1
2,11,0,bbch_00,1
0,11,0,bbch_00,1
43,10,0,bbch_00,1
4,11,3,bbch_51,1
3,11,0,bbch_00,1
6,11,3,bbch_51,1
5,11,3,bbch_51,1
8,11,3,bbch_51,1
7,11,3,bbch_51,1
9,11,3,bbch_51,1
11,11,3,bbch_51,1
10,11,3,bbch_51,1
12,11,3,bbch_51,1
13,11,3,bbch_51,1
14,11,3,bbch_51,1
15,11,3,bbch_51,1
17,11,3,bbch_51,1
18,11,3,bbch_51,1
16,11,3,bbch_51,1
20,11,3,bbch_51,1
21,11,3,bbch_51,1
19,11,3,bbch_51,1
22,11,3,bbch_51,1
23,11,0,bbch_00,1
24,11,3,bbch_51,1
25,11,3,bbch_51,1
29,11,3,bbch_51,1
28,11,3,bbch_51,1
27,11,3,bbch_51,1
26,11,3,bbch_51,1
30,11,3,bbch_51,1
32,11,3,bbch_51,1
31,11,3,bbch_51,1
33,11,3,bbch_51,1
34,11,3,bbch_51,1
35,11,3,bbch_51,1
37,11,3,bbch_51,1
36,11,3,bbch_51,1
38,11,0,bbch_00,1
39,11,0,bbch_00,1
42,11,0,bbch_00,1
40,11,0,bbch_00,1
41,11,0,bbch_00,1
43,11,0,bbch_00,1
1,12,0,bbch_00,1
0,12,0,bbch_00,1
2,12,0,bbch_00,1
4,12,3,bbch_51,1
3,12,0,bbch_00,1
6,12,3,bbch_51,1
5,12,3,bbch_51,1
7,12,3,bbch_51,1
8,12,3,bbch_51,1
9,12,3,bbch_51,1
11,12,3,bbch_51,1
10,12,3,bbch_51,1
13,12,3,bbch_51,1
14,12,3,bbch_51,1
12,12,3,bbch_51,1
15,12,3,bbch_51,1
17,12,3,bbch_51,1
16,12,3,bbch_51,1
18,12,3,bbch_51,1
20,12,3,bbch_51,1
21,12,3,bbch_51,1
19,12,3,bbch_51,1
22,12,3,bbch_51,1
24,12,3,bbch_51,1
23,12,0,bbch_00,1
25,12,3,bbch_51,1
27,12,3,bbch_51,1
26,12,3,bbch_51,1
28,12,3,bbch_51,1
29,12,3,bbch_51,1
30,12,3,bbch_51,1
31,12,3,bbch_51,1
32,12,3,bbch_51,1
33,12,3,bbch_51,1
34,12,3,bbch_51,1
35,12,3,bbch_51,1
36,12,3,bbch_51,1
37,12,3,bbch_51,1
38,12,0,bbch_00,1
39,12,0,bbch_00,1
40,12,0,bbch_00,1
41,12,0,bbch_00,1
42,12,0,bbch_00,1
43,12,0,bbch_00,1
0,13,0,bbch_00,1
2,13,0,bbch_00,1
3,13,6,bbch_99,1
1,13,0,bbch_00,1
4,13,3,bbch_51,1
7,13,3,bbch_51,1
6,13,3,bbch_51,1
5,13,3,bbch_51,1
8,13,3,bbch_51,1
12,13,3,bbch_51,1
9,13,3,bbch_51,1
10,13,3,bbch_51,1
11,13,3,bbch_51,1
15,13,3,bbch_51,1
13,13,3,bbch_51,1
16,13,3,bbch_51,1
14,13,3,bbch_51,1
18,13,3,bbch_51,1
20,13,1,bbch_10,1
17,13,3,bbch_51,1
19,13,3,bbch_51,1
23,13,0,bbch_00,1
21,13,3,bbch_51,1
22,13,0,bbch_00,1
24,13,0,bbch_00,1
25,13,0,bbch_00,1
26,13,0,bbch_00,1
27,13,0,bbch_00,1
28,13,0,bbch_00,1
30,13,3,bbch_51,1
31,13,3,bbch_51,1
29,13,0,bbch_00,1
32,13,3,bbch_51,1
33,13,3,bbch_51,1
34,13,3,bbch_51,1
35,13,3,bbch_51,1
36,13,2,bbch_31,1
37,13,2,bbch_31,1
38,13,3,bbch_51,1
40,13,3,bbch_51,1
39,13,3,bbch_51,1
41,13,3,bbch_51,1
42,13,3,bbch_51,1
43,13,3,bbch_51,1
0,14,0,bbch_00,1
1,14,0,bbch_00,1
2,14,0,bbch_00,1
